StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q2.7_1,Q3.1_Browser,Q3.1_Version,Q3.1_Operating System,Q3.1_Resolution,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.3,Q4.4_First Click,Q4.4_Last Click,Q4.4_Page Submit,Q4.4_Click Count,Q4.5,Q4.6_First Click,Q4.6_Last Click,Q4.6_Page Submit,Q4.6_Click Count,Q4.7,Q4.8_First Click,Q4.8_Last Click,Q4.8_Page Submit,Q4.8_Click Count,Q4.9,Q4.10_First Click,Q4.10_Last Click,Q4.10_Page Submit,Q4.10_Click Count,Q4.11,Q4.12_First Click,Q4.12_Last Click,Q4.12_Page Submit,Q4.12_Click Count,Q5.3,Q5.4_First Click,Q5.4_Last Click,Q5.4_Page Submit,Q5.4_Click Count,Q5.5,Q5.6_First Click,Q5.6_Last Click,Q5.6_Page Submit,Q5.6_Click Count,Q5.7,Q5.8_First Click,Q5.8_Last Click,Q5.8_Page Submit,Q5.8_Click Count,Q5.9,Q5.10_First Click,Q5.10_Last Click,Q5.10_Page Submit,Q5.10_Click Count,Q5.11,Q5.12_First Click,Q5.12_Last Click,Q5.12_Page Submit,Q5.12_Click Count,Q5.13,Q5.14_First Click,Q5.14_Last Click,Q5.14_Page Submit,Q5.14_Click Count,Q5.15,Q5.16_First Click,Q5.16_Last Click,Q5.16_Page Submit,Q5.16_Click Count,Q7.2_1,Q7.3,Q7.4,Q7.5,Q8.2_1,Q8.3,Q8.4,Q8.5,Q9.1,Q10.1,Q12.1,Q12.2,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.14,Q14.2,Q14.3,Q14.3_3_TEXT,Q14.4,Q14.4_4_TEXT,Q14.5,id,DeviceIdentifier
2021-05-10 06:04:05,2021-05-10 06:17:35,IP Address,89.217.110.37,100,810,True,2021-05-10 06:17:35,R_1nNiX4sYPXLGW6B,,,,,46.0124053955078125,8.960296630859375,anonymous,FR,0,0,16.65,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1920x1080,Z,M,I,23,2,"30m ",123.044,123.044,134.272,1,"13.5 CHF ",27.529,27.529,54.878,1,"1.1 CHF ",37.568,38.576,57.972,2,"15 CHF ",22.332,22.332,47.168,1,"234 saumons ",73.86,73.86,91.488,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,(4),(6) Très susceptible,(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(3),Légèrement positifs (1),Plutôt d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",En désaccord,Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,20,Une Femme,,Etudiant.e,,,13270,
2021-05-10 06:06:55,2021-05-10 06:17:38,IP Address,129.194.77.210,100,643,True,2021-05-10 06:17:39,R_3QE2KIkNW8kuzu6,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,27.185,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Macintosh,1440x900,M,F,A,12,12,25,2.336,2.336,61.103,1,"13,50",1.882,1.882,33.471,1,1,4.466,4.466,102.579,1,15,1.352,1.352,19.576,1,107,1.633,1.633,16.278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,(6) Très probable,(4),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),(2),Plutôt d'accord,Tout à fait d'accord,Plutôt en désaccord,D'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Pas du tout d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,23,Une Femme,,Etudiant.e,,,12562,
2021-05-10 06:09:58,2021-05-10 06:17:59,IP Address,31.10.163.3,100,481,True,2021-05-10 06:17:59,R_2ckGa74u5VM0UFf,,,,,46.98260498046875,6.8887939453125,anonymous,FR,2.823,20.826,45.487,13,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,A,S,A,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,"France ",5.134,5.134,10.254,1,"concrétisation d'une union ",4.652,4.652,86.856,1,"union formelle avec la personne qu'on aime ",3.312,3.312,25.464,1,"tristesse et de la compassion ",2.487,2.487,11.441,1,"changement 
",2.105,2.105,8.652,1,"repos et révisons ",1.808,1.808,6.355,1,s'informer de tout,1.481,1.481,30.793,1,10,(6) Très probable,(5),(5),,,,,Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,23,Une Femme,,Etudiant.e,,non,10249,
2021-05-10 06:11:24,2021-05-10 06:18:12,IP Address,129.194.72.29,100,408,True,2021-05-10 06:18:12,R_2EtqEEL6iZoGJwm,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,21.045,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,M,M,D,17,2,30,9.558,9.558,21.642,1,13.50,18.031,18.031,20.229,1,0.50,7.17,7.17,10.605,1,15,16.231,16.231,18.566,1,234,4.559,4.559,16.338,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,(3),(3),(4),,,,,Non,Je décide très rapidement sur la base de mon intuition,(5),Légèrement positifs (1),Plutôt en désaccord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,20,Une Femme,,Etudiant.e,,,13873,
2021-05-10 06:11:09,2021-05-10 06:18:22,IP Address,37.172.70.115,100,432,True,2021-05-10 06:18:22,R_eh8xFZa7EIpg2m5,,,,,48.8582000732421875,2.3386993408203125,anonymous,FR,4.992,23.592,51.379,3,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Firefox,88.0,Windows NT 10.0,1504x1003,A,N,S,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,colère,5.562,5.562,16.285,1,amour,2.136,2.136,9.414,1,bonheur,1.736,1.736,15.613,1,tristesse,2.283,2.283,28.333,1,curiosité,2.467,2.467,11.528,1,soulagement,1.517,1.517,5.083,1,intéret,1.656,1.656,6.812,1,,,,,10,(6) Très probable,(6) Très susceptible,(6) Tout à fait d'accord,Non,Je prends le temps de réfléchir avec précision,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,33,Une Femme,,Etudiant.e,,,13378,
2021-05-10 06:05:16,2021-05-10 06:18:32,IP Address,84.226.252.235,100,796,True,2021-05-10 06:18:33,R_1NrhNVeuLXj8mV3,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,265.271,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Firefox,88.0,Windows NT 10.0,1920x1080,S,Y,M,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,Sentiment d'injustice,1.459,80.633,88.078,4,Avenir,1.089,1.089,9.51,1,"Bonheur s'il est voulu de deux époux, tristesse s'il ne l'est pas.",1.205,6.106,64.448,2,Tristesse et injustice,0.634,10.283,15.098,3,Quand les concessions ne se font que dans un sens et que c'est la dernière solution qu'on voit.,0.71,42.858,45.158,3,Repos,1.591,1.591,6.074,1,Immensité,0.721,0.721,9.51,1,,,,,10,(4),(4),(5),Non,Je prends le temps de réfléchir avec précision,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,23,Une Femme,,Etudiant.e,,,10984,
2021-05-10 06:06:02,2021-05-10 06:19:14,IP Address,178.199.53.116,100,791,True,2021-05-10 06:19:14,R_7Wc2PfE32kJDRPH,,,,,46.7716064453125,6.9228057861328125,anonymous,FR,0,0,19.178,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Firefox,88.0,Windows NT 10.0,1280x720,L,F,S,3,8,30,2.509,2.509,117.683,1,"13,5",24.624,24.624,33.057,1,0.5,168.648,172.393,173,2,15,43.881,71.615,72.342,2,231,40.294,40.294,81.964,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,(4),(4),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt en désaccord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",21,Une Femme,,Etudiant.e,,,11167,
2021-05-10 06:14:24,2021-05-10 06:19:15,IP Address,217.162.35.82,100,290,True,2021-05-10 06:19:15,R_1ODhVGAkUuQupsw,,,,,46.20849609375,6.093902587890625,anonymous,FR,0.964,2.989,4.392,2,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari iPhone,14.0.3,iPhone,414x896,C,N,S,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,Lassitude,2.897,12.678,18.15,3,"Anxiété ",1.817,1.817,7.78,1,"Anxiété ",2.107,2.839,6.985,2,Empathie,1.043,1.918,6.538,3,Justice,1.047,1.573,26.918,3,Sérénité,1.057,2.24,6.651,3,"Intérêt ",1.04,2.175,8.729,3,,,,,7,(4),(3),(4),Non,Je décide très rapidement sur la base de mon intuition,(3),(3),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,19,Une Femme,,Etudiant.e,,,12694,
2021-05-10 06:17:08,2021-05-10 06:22:20,IP Address,129.194.79.189,100,311,True,2021-05-10 06:22:20,R_25LypE71CGFO0xm,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,4.4,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,11.1,Macintosh,1280x800,H,M,T,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,Rien,4.945,4.945,19.865,1,Joie,1.214,28.205,30.22,2,Pensée lointaine,1.772,1.772,18.704,1,Tristesse,2.882,2.882,10.425,1,Société,0.9,0.9,16.722,1,repos,1.04,1.04,4.646,1,Distrait,2.644,2.644,9.582,1,10,(4),(4),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,D'accord,Plutôt d'accord,D'accord,D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,D'accord,D'accord,D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,20,Un Homme,,Etudiant.e,,,12718,
2021-05-10 06:18:32,2021-05-10 06:23:05,IP Address,129.194.77.241,100,273,True,2021-05-10 06:23:05,R_rd3YZCvpIfVasO5,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,4.083,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,13.1.2,Macintosh,1440x900,D,N,S,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,dégout,3.916,3.916,8.293,1,magique,1.328,1.328,8.281,1,accomplissement,1.282,1.282,10.955,1,dépression,1.28,1.28,5.008,1,force,1.205,1.205,13.802,1,foot,1.062,1.062,5.846,1,"avancement ",1.377,1.377,8.462,1,,,,,7.25,(3),(2),(3),Non,Je prends le temps de réfléchir avec précision,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,Plutôt d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt en désaccord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,D'accord,21,Un Homme,,Etudiant.e,,,12844,
2021-05-10 06:10:01,2021-05-10 06:23:41,IP Address,82.142.0.62,100,819,True,2021-05-10 06:23:41,R_1lfVFZbv3faQRPR,,,,,48.8582000732421875,2.3386993408203125,anonymous,FR,0,0,62.402,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1500x1000,J,V,J,4,10,30,199.841,199.841,206.059,1,"13,5",30.451,30.451,39.279,1,"0,5",49.996,49.996,55.232,1,15,35.542,35.542,38.945,1,234,109.306,109.985,135.369,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,(6) Très probable,(4),(4),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,D'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,20,Une Femme,,Etudiant.e,,,10099,
2021-05-10 06:17:21,2021-05-10 06:24:03,IP Address,178.199.136.110,100,402,True,2021-05-10 06:24:03,R_72JW4rjP4CyrZLj,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,9.771,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,13.1,Macintosh,1792x1120,C,C,R,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,vermine bourgeoise,9.571,21.123,44.794,2,potentiel,0.887,17.122,18.693,2,Lointain,1.532,1.532,16.875,1,Haine,0.846,0.846,16.606,1,Nécessaire et risqué,1.208,1.208,14.774,1,tranquillité et pression,0.944,0.944,18.428,1,Liberté dangereuse,0.786,1.363,6.477,2,9.08,(3),(3),(3),,,,,Non,Je prends le temps de réfléchir avec précision,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Tout à fait d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",D'accord,21,Un Homme,,Etudiant.e,,,13534,
2021-05-10 05:41:25,2021-05-10 06:24:56,IP Address,129.194.75.121,100,2611,True,2021-05-10 06:24:57,R_2U9LBc6jfcy7dGm,,,,,46.1945953369140625,6.100799560546875,anonymous,FR,0,0,8.524,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Chrome,90.0.4430.93,Macintosh,1440x900,J,M,A,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,"pouvoir ",3.638,3.638,10.79,1,chou,1.594,1.594,3.802,1,amour,1.16,1.16,4.367,1,peine,1.617,6.693,10.698,2,"révolte ",1.835,1.835,3.832,1,repos,1.796,1.796,6.216,1,"addiction ",15.305,15.305,17.745,1,,,,,7.87,(4),(4),(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",D'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,Plutôt en désaccord,D'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,22,Une Femme,,Etudiant.e,,,13555,
2021-05-10 06:14:34,2021-05-10 06:25:31,IP Address,164.68.141.227,100,656,True,2021-05-10 06:25:31,R_OvtWFehLFaD5qtX,,,,,26.389801025390625,-80.21450042724609375,anonymous,FR,0,0,17.283,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Chrome,90.0.4430.93,Macintosh,1440x900,A,O,N,9,5,30,1.247,1.247,87.728,1,13.5,1.355,37.744,39.587,2,1,1.053,63.215,65.569,2,15,1.048,11.678,24.875,3,234,1.212,1.212,71.779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79,(5),(5),(5),,,,,Non,Je décide très rapidement sur la base de mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,D'accord,Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,D'accord,D'accord,D'accord,D'accord,D'accord,D'accord,D'accord,D'accord,D'accord,21,Un Homme,,Etudiant.e,,non,11332,
2021-05-10 06:16:03,2021-05-10 06:25:53,IP Address,178.199.32.172,100,590,True,2021-05-10 06:25:53,R_2zMwrwBV91OiEl7,,,,,46.5124969482421875,6.6728973388671875,anonymous,FR,0,0,5.581,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,M,C,L,26,11,30,2.583,2.583,101.192,1,13.50,23.137,23.137,38.122,1,0.50,36.952,36.952,40.379,1,15,1.445,1.445,25.187,1,234,1.21,1.21,68.447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,(5),(5),(5),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),(3),Plutôt en désaccord,Tout à fait d'accord,Plutôt en désaccord,Plutôt d'accord,Plutôt en désaccord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,20,Une Femme,,Etudiant.e,,,12043,
2021-05-10 06:19:27,2021-05-10 06:26:15,IP Address,129.194.78.99,100,408,True,2021-05-10 06:26:15,R_2ASfQWToiNkN6F8,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,7.623,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Chrome,90.0.4430.93,Macintosh,1440x900,P,A,A,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,du mépris,2.582,73.342,75.154,2,irrité,2.229,46.598,46.78,2,rien,24.384,24.384,36.222,1,honteux de voir tant d'inégalités,10.071,10.071,12.827,1,de l'enthousiasme,1.351,1.351,5.989,1,de la sérénité,1.299,1.299,18.288,1,je me sens tout petit,1.534,5.483,12.2,2,,,,,6.5,(2),(0) Pas du tout susceptible,(3),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Légèrement positifs (1),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,D'accord,Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,23,Un Homme,,Etudiant.e,,,12022,
